World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,Date Today,Exp Points,Exp to Up,% to Up,ExpPoints Difference
23,4126,97903769,Shieren,105,wizard,307,Swallow19, ,No rank,No rank,No rank,67,No rank,130176323,6,1958075,4895188,9790377,4895188,1958075,0,2024-01-19,97903769,1560281,40.4,0
33,4127,96974026,Heitor,105,warrior,82, ,1,No rank,No rank,No rank,No rank,96,0,0,1939481,4848701,9697403,4848701,1939481,0,2024-01-19,96974026,2490024,64.5,0
7,4128,96592490,Itadori,105,warrior,121,Cr4zyhunts,10,No rank,No rank,No rank,No rank,33,3779854,65,1931850,4829624,9659249,4829624,1931850,0,2024-01-19,96592490,2871560,74.4,0
38,4129,96449331,Fansjkt,105,warrior,118,Spears, ,No rank,98,No rank,No rank,No rank,19649346,1,1928987,4822467,9644933,4822467,1928987,0,2024-01-19,96449331,3014719,78.1,0
32,4130,96372496,Floa,105,warrior,367, , ,No rank,No rank,66,46,No rank,0,0,1927450,4818625,9637250,4818625,1927450,0,2024-01-19,96372496,3091554,80.1,0
23,4131,96241710,Skyhunter,105,wizard,286,P E A C E, ,No rank,No rank,No rank,91,No rank,41404016,13,1924834,4812086,9624171,4812086,1924834,0,2024-01-19,96241710,3222340,83.5,0
38,4132,96169593,Ninety,105,warrior,67,Spears, ,No rank,99,No rank,No rank,No rank,19649346,1,1923392,4808480,9616959,4808480,1923392,0,2024-01-19,96169593,3294457,85.3,0
38,4133,95764756,Letop,105,warrior,98,Beast Mode, ,No rank,100,No rank,No rank,No rank,3109258,10,1915295,4788238,9576476,4788238,1915295,0,2024-01-19,95764756,3699294,95.8,0
7,4134,95322032,Bandomir,104,warrior,284,Dmarzio, ,No rank,No rank,No rank,93,No rank,130288619,4,1906441,4766102,9532203,4766102,1906441,0,2024-01-19,95322032,390728,10.4,0
9,4135,93916135,Cranberys,104,wizard,323, , ,No rank,No rank,No rank,47,No rank,0,0,1878323,4695807,9391614,4695807,1878323,0,2024-01-19,93916135,1796625,47.9,0
15,4136,93326552,Cixx,104,wizard,87,Rip W10,10,No rank,No rank,No rank,No rank,35,878458572,1,1866531,4666328,9332655,4666328,1866531,0,2024-01-19,93326552,2386208,63.6,0
38,4137,92699560,Rogerlie,104,warrior,137,Spears, ,No rank,No rank,No rank,83,No rank,19649346,1,1853991,4634978,9269956,4634978,1853991,0,2024-01-19,92699560,3013200,80.3,0
36,4138,91972924,Buchi,103,warrior,135,A 1 M,10,No rank,No rank,No rank,No rank,25,117919,92,1839458,4598646,9197292,4598646,1839458,0,2024-01-19,91972924,95686,2.6,0
23,4139,90666050,Ibiz,103,wizard,135,7 Ghost,5,No rank,No rank,No rank,No rank,80,14763944,26,1813321,4533302,9066605,4533302,1813321,0,2024-01-19,90666050,1402560,38.5,0
38,4140,90272114,Troys,103,warrior,131,Spears, ,No rank,No rank,No rank,94,No rank,19649346,1,1805442,4513606,9027211,4513606,1805442,0,2024-01-19,90272114,1796496,49.3,0
37,4141,90267135,Zippo,103,warrior,271,Unexpected, ,No rank,No rank,No rank,97,No rank,12392779,10,1805343,4513357,9026714,4513357,1805343,0,2024-01-19,90267135,1801475,49.4,0
38,4142,89662737,Akaza,103,warrior,129,M1d Ni9ht, ,No rank,No rank,No rank,100,No rank,1017052,19,1793255,4483137,8966274,4483137,1793255,0,2024-01-19,89662737,2405873,66.0,0
15,4143,89338912,Amessilent,103,wizard,41,Messsilent,1,No rank,No rank,No rank,No rank,93,328487362,4,1786778,4466946,8933891,4466946,1786778,0,2024-01-19,89338912,2729698,74.9,0
15,4144,89046459,Cumel,103,wizard,167,R B B C,5,No rank,No rank,No rank,No rank,87,2428011,85,1780929,4452323,8904646,4452323,1780929,0,2024-01-19,89046459,3022151,82.9,0
11,4145,88879297,Karalius,103,wizard,321,Amunisi, ,No rank,No rank,No rank,79,No rank,0,0,1777586,4443965,8887930,4443965,1777586,0,2024-01-19,88879297,3189313,87.5,0
38,4146,88768337,Gojoo,103,wizard,108, , ,No rank,26,No rank,43,No rank,0,0,1775367,4438417,8876834,4438417,1775367,0,2024-01-19,88768337,3300273,90.6,0
15,4147,88567227,Arcgis,103,wizard,354,Capcungci, ,No rank,No rank,No rank,37,No rank,0,0,1771345,4428361,8856723,4428361,1771345,0,2024-01-19,88567227,3501383,96.1,0
2,4148,88566418,Jester,103,wizard,336, , ,No rank,No rank,87,32,No rank,0,0,1771328,4428321,8856642,4428321,1771328,0,2024-01-19,88566418,3502192,96.1,0
36,4149,88272839,Blvckfire,102,wizard,230,Princess, ,No rank,No rank,No rank,70,No rank,111321691,2,1765457,4413642,8827284,4413642,1765457,0,2024-01-19,88272839,256701,7.3,0
36,4150,87934180,Softlan,102,wizard,234, , ,No rank,No rank,No rank,68,No rank,0,0,1758684,4396709,8793418,4396709,1758684,0,2024-01-19,87934180,595360,16.8,0
38,4151,87800236,Mithosbr,102,warrior,150,Losgrandes, ,No rank,No rank,84,68,No rank,4680345,9,1756005,4390012,8780024,4390012,1756005,0,2024-01-19,87800236,729304,20.6,0
38,4152,87158537,Marine,102,warrior,133, , ,No rank,No rank,No rank,89,No rank,0,0,1743171,4357927,8715854,4357927,1743171,0,2024-01-19,87158537,1371003,38.7,0
2,4153,86866869,Youaaa,102,wizard,282, , ,No rank,No rank,No rank,98,No rank,0,0,1737337,4343343,8686687,4343343,1737337,0,2024-01-19,86866869,1662671,47.0,0
15,4154,86068476,Herbie,102,wizard,235, ,1,No rank,No rank,No rank,No rank,99,0,0,1721370,4303424,8606848,4303424,1721370,0,2024-01-19,86068476,2461064,69.5,0
2,4155,85851643,Frostdark,102,wizard,185,R T F,5,No rank,No rank,No rank,No rank,80,45275170,11,1717033,4292582,8585164,4292582,1717033,0,2024-01-19,85851643,2677897,75.7,0
38,4156,85758639,Rinly,102,warrior,141,K I N G, ,No rank,No rank,94,76,No rank,4888017,8,1715173,4287932,8575864,4287932,1715173,0,2024-01-19,85758639,2770901,78.3,0
36,4157,84846054,Lordbael,101,warrior,151,Rudeboyz,10,No rank,No rank,No rank,No rank,44,12366203,15,1696921,4242303,8484605,4242303,1696921,0,2024-01-19,84846054,247456,7.2,0
38,4158,84533487,Fiiive,101,wizard,133,Disciple, ,No rank,27,No rank,22,No rank,42269,67,1690670,4226674,8453349,4226674,1690670,0,2024-01-19,84533487,560023,16.3,0
2,4159,84242679,Billss,101,wizard,66, ,5,No rank,No rank,No rank,No rank,93,0,0,1684854,4212134,8424268,4212134,1684854,0,2024-01-19,84242679,850831,24.8,0
38,4160,83558618,Lucifer,101,warrior,147,Thungsim, ,No rank,No rank,87,70,No rank,18428470,3,1671172,4177931,8355862,4177931,1671172,0,2024-01-19,83558618,1534892,44.7,0
38,4161,83284944,Jcollins,101,wizard,155,Losgrandes, ,No rank,28,79,16,No rank,4680345,9,1665699,4164247,8328494,4164247,1665699,0,2024-01-19,83284944,1808566,52.6,0
33,4162,83227990,Mayana,101,warrior,89,L A N L A,15,No rank,No rank,No rank,No rank,13,113475823,3,1664560,4161400,8322799,4161400,1664560,0,2024-01-19,83227990,1865520,54.3,0
23,4163,82828916,Zeadoun,101,warrior,84,Angkor Kh,1,No rank,No rank,No rank,No rank,79,41856276,12,1656578,4141446,8282892,4141446,1656578,0,2024-01-19,82828916,2264594,65.9,0
2,4164,82381612,Luzakion,101,wizard,160,R T F,5,No rank,No rank,No rank,No rank,82,45275170,11,1647632,4119081,8238161,4119081,1647632,0,2024-01-19,82381612,2711898,78.9,0
11,4165,82312515,Kawaiii,101,wizard,56,Born2kill,1,No rank,No rank,No rank,No rank,91,0,0,1646250,4115626,8231252,4115626,1646250,0,2024-01-19,82312515,2780995,80.9,0
34,4166,82037560,Kingszo,101,warrior,253,Szo, ,No rank,No rank,No rank,74,No rank,5089685,18,1640751,4101878,8203756,4101878,1640751,0,2024-01-19,82037560,3055950,88.9,0
35,4167,81942248,Jet,101,warrior,277, , ,No rank,No rank,No rank,56,No rank,0,0,1638845,4097112,8194225,4097112,1638845,0,2024-01-19,81942248,3151262,91.7,0
38,4168,81936888,Brooklyn,101,wizard,98,Spears, ,No rank,29,No rank,52,No rank,19649346,1,1638738,4096844,8193689,4096844,1638738,0,2024-01-19,81936888,3156622,91.9,0
32,4169,81839030,Maki,101,warrior,124,Solo Army,10,No rank,No rank,No rank,No rank,46,338461959,2,1636781,4091952,8183903,4091952,1636781,0,2024-01-19,81839030,3254480,94.7,0
23,4170,81810849,Liberi,101,warrior,122,Javhd,5,No rank,No rank,No rank,No rank,58,1954938,72,1636217,4090542,8181085,4090542,1636217,0,2024-01-19,81810849,3282661,95.5,0
7,4171,81773870,Slappy,101,wizard,272,H B C,20,No rank,No rank,No rank,81,2,23351067,23,1635477,4088694,8177387,4088694,1635477,0,2024-01-19,81773870,3319640,96.6,0
38,4172,81579719,Sun,100,wizard,125,Thungsim, ,No rank,30,No rank,26,No rank,18428470,3,1631594,4078986,8157972,4078986,1631594,0,2024-01-19,81579719,178781,5.4,0
38,4173,79839302,Tsweilyz,100,warrior,140,Spears, ,No rank,No rank,95,78,No rank,19649346,1,1596786,3991965,7983930,3991965,1596786,0,2024-01-19,79839302,1919198,57.5,0
34,4174,79474198,Muscular,100,wizard,184,Hakka, ,No rank,No rank,No rank,91,No rank,16482665,10,1589484,3973710,7947420,3973710,1589484,0,2024-01-19,79474198,2284302,68.5,0
23,4175,79445767,Bczim,100,warrior,114,M A R I O,5,No rank,No rank,No rank,No rank,91,0,0,1588915,3972288,7944577,3972288,1588915,0,2024-01-19,79445767,2312733,69.3,0
9,4176,79421212,Fundek,100,warrior,313,Bersantai, ,No rank,No rank,No rank,72,No rank,1164252,98,1588424,3971061,7942121,3971061,1588424,0,2024-01-19,79421212,2337288,70.1,0
1,4177,79238460,Diniw,100,warrior,117,World 1,5,No rank,No rank,No rank,No rank,56,16031423,45,1584769,3961923,7923846,3961923,1584769,0,2024-01-19,79238460,2520040,75.6,0
32,4178,79064937,Dizaa,100,wizard,316, , ,No rank,No rank,No rank,76,No rank,0,0,1581299,3953247,7906494,3953247,1581299,0,2024-01-19,79064937,2693563,80.8,0
38,4179,78834202,Penakuri,100,wizard,61,Pilipin4s, ,No rank,31,No rank,No rank,No rank,6820921,7,1576684,3941710,7883420,3941710,1576684,0,2024-01-19,78834202,2924298,87.7,0
38,4180,78794468,Wang,100,warrior,195,Spears, ,No rank,No rank,31,28,No rank,19649346,1,1575889,3939723,7879447,3939723,1575889,0,2024-01-19,78794468,2964032,88.9,0
37,4181,78779892,Pepahat,100,warrior,72,4 Freedoms,5,No rank,No rank,No rank,No rank,48,744190,55,1575598,3938995,7877989,3938995,1575598,0,2024-01-19,78779892,2978608,89.3,0
15,4182,78704969,Kiobi,100,warrior,66,I T E M,10,No rank,No rank,No rank,No rank,37,0,0,1574099,3935248,7870497,3935248,1574099,0,2024-01-19,78704969,3053531,91.6,0
35,4183,78587790,Cityfavela,100,warrior,227,Blackbulls, ,No rank,No rank,No rank,100,No rank,148504530,4,1571756,3929390,7858779,3929390,1571756,0,2024-01-19,78587790,3170710,95.1,0
23,4184,78522651,Taeyeon,100,wizard,45,Last Dance,10,No rank,No rank,No rank,No rank,36,40601751,14,1570453,3926133,7852265,3926133,1570453,0,2024-01-19,78522651,3235849,97.0,0
35,4185,78266338,Didy,99,warrior,199,New Bie,9,No rank,No rank,No rank,No rank,11,4437580,15,1565327,3913317,7826634,3913317,1565327,0,2024-01-19,78266338,256172,7.9,0
9,4186,77898538,Ryyzx,99,wizard,96, ,5,No rank,No rank,No rank,No rank,64,0,0,1557971,3894927,7789854,3894927,1557971,0,2024-01-19,77898538,623972,19.3,0
34,4187,77844484,Deity,99,warrior,245, , ,No rank,No rank,No rank,83,No rank,0,0,1556890,3892224,7784448,3892224,1556890,0,2024-01-19,77844484,678026,21.0,0
1,4188,77761066,Vaa,99,wizard,106,Sri Gala,5,No rank,No rank,No rank,No rank,94,102755498,9,1555221,3888053,7776107,3888053,1555221,0,2024-01-19,77761066,761444,23.5,0
15,4189,77400894,Mervin,99,wizard,358,The Farm, ,No rank,No rank,94,34,No rank,0,0,1548018,3870045,7740089,3870045,1548018,0,2024-01-19,77400894,1121616,34.7,0
38,4190,77339232,Deoxys,99,wizard,90,Spears, ,No rank,32,No rank,65,No rank,19649346,1,1546785,3866962,7733923,3866962,1546785,0,2024-01-19,77339232,1183278,36.6,0
38,4191,77280225,Tsimr,99,warrior,74,K I N G,10,No rank,No rank,No rank,No rank,36,4888017,8,1545604,3864011,7728022,3864011,1545604,0,2024-01-19,77280225,1242285,38.4,0
36,4192,77133714,Haridade,99,warrior,89,Br Union,10,No rank,No rank,No rank,No rank,30,22849640,7,1542674,3856686,7713371,3856686,1542674,0,2024-01-19,77133714,1388796,42.9,0
23,4193,76811783,Vicious,99,wizard,293, , ,No rank,No rank,No rank,83,No rank,0,0,1536236,3840589,7681178,3840589,1536236,0,2024-01-19,76811783,1710727,52.9,0
34,4194,76712612,Gelt,99,wizard,186,X Reunion, ,No rank,No rank,No rank,89,No rank,49039657,5,1534252,3835631,7671261,3835631,1534252,0,2024-01-19,76712612,1809898,55.9,0
38,4195,76042780,Warna,99,warrior,171,Masterplay, ,No rank,No rank,56,47,No rank,597565,26,1520856,3802139,7604278,3802139,1520856,0,2024-01-19,76042780,2479730,76.6,0
11,4196,75608207,Mariuslt,99,wizard,337, , ,No rank,No rank,No rank,61,No rank,0,0,1512164,3780410,7560821,3780410,1512164,0,2024-01-19,75608207,2914303,90.1,0
15,4197,75428048,Thearty,99,wizard,160, ,5,No rank,No rank,No rank,No rank,74,0,0,1508561,3771402,7542805,3771402,1508561,0,2024-01-19,75428048,3094462,95.6,0
38,4198,74826803,Angeloking,98,wizard,60,Thungsim, ,No rank,33,No rank,No rank,No rank,18428470,3,1496536,3741340,7482680,3741340,1496536,0,2024-01-19,74826803,556757,17.7,0
11,4199,74331179,Achievar,98,wizard,389,The Master, ,No rank,No rank,47,20,No rank,0,0,1486624,3716559,7433118,3716559,1486624,0,2024-01-19,74331179,1052381,33.5,0
9,4200,73756657,Devilchris,98,warrior,159,S W A T,1,No rank,No rank,No rank,No rank,99,25787976,23,1475133,3687833,7375666,3687833,1475133,0,2024-01-19,73756657,1626903,51.8,0
38,4201,72628091,Pembunuh,98,warrior,108,Spears,15,No rank,No rank,No rank,No rank,18,19649346,1,1452562,3631405,7262809,3631405,1452562,0,2024-01-19,72628091,2755469,87.8,0
7,4202,72381199,Mrshizenx,98,wizard,273,Blackdevil, ,No rank,No rank,No rank,78,No rank,54827011,15,1447624,3619060,7238120,3619060,1447624,0,2024-01-19,72381199,3002361,95.6,0
33,4203,72276792,Gadisbugil,97,wizard,57,Dark Lord,5,No rank,No rank,No rank,No rank,76,4820686,30,1445536,3613840,7227679,3613840,1445536,0,2024-01-19,72276792,62898,2.1,0
23,4204,71295191,Creed,97,wizard,151,E X T R A,5,No rank,No rank,No rank,No rank,64,980815,95,1425904,3564760,7129519,3564760,1425904,0,2024-01-19,71295191,1044499,34.3,0
38,4205,71259070,Kingszo,97,wizard,91,Spears, ,No rank,34,No rank,61,No rank,19649346,1,1425181,3562954,7125907,3562954,1425181,0,2024-01-19,71259070,1080620,35.5,0
37,4206,71244612,Tyr,97,wizard,168, ,5,No rank,No rank,No rank,No rank,74,0,0,1424892,3562231,7124461,3562231,1424892,0,2024-01-19,71244612,1095078,36.0,0
11,4207,70553142,Joyboyz,97,wizard,113,Legends Id,5,No rank,No rank,No rank,No rank,63,11234414,49,1411063,3527657,7055314,3527657,1411063,0,2024-01-19,70553142,1786548,58.7,0
38,4208,69997741,Buwiset,97,wizard,168,Pilipin4s, ,No rank,35,62,12,No rank,6820921,7,1399955,3499887,6999774,3499887,1399955,0,2024-01-19,69997741,2341949,76.9,0
33,4209,69490777,Miyami,97,wizard,106,L A N L A,20,No rank,No rank,No rank,No rank,9,113475823,3,1389816,3474539,6949078,3474539,1389816,0,2024-01-19,69490777,2848913,93.6,0
1,4210,68762281,Mrjayz,96,warrior,81,Rev0lution,5,No rank,No rank,No rank,No rank,80,45506149,17,1375246,3438114,6876228,3438114,1375246,0,2024-01-19,68762281,626679,21.2,0
37,4211,68601139,Android,96,wizard,52, ,10,No rank,No rank,No rank,No rank,35,0,0,1372023,3430057,6860114,3430057,1372023,0,2024-01-19,68601139,787821,26.7,0
9,4212,67508052,Luciel,96,warrior,119,F L U X O,1,No rank,No rank,No rank,No rank,100,2369042,69,1350161,3375403,6750805,3375403,1350161,0,2024-01-19,67508052,1880908,63.7,0
9,4213,67353019,Ggear,96,warrior,101,Ggwp,5,No rank,No rank,No rank,No rank,75,0,0,1347060,3367651,6735302,3367651,1347060,0,2024-01-19,67353019,2035941,69.0,0
2,4214,67072548,Virgo,96,warrior,302,Gothsterz, ,No rank,No rank,No rank,96,No rank,859851517,1,1341451,3353627,6707255,3353627,1341451,0,2024-01-19,67072548,2316412,78.5,0
11,4215,66008479,Canniballx,95,wizard,168,No Excuse,20,No rank,No rank,No rank,No rank,6,10601161,50,1320170,3300424,6600848,3300424,1320170,0,2024-01-19,66008479,520971,18.2,0
36,4216,64915496,Kurazninja,95,wizard,201,Est2021, ,No rank,No rank,No rank,92,No rank,17862408,8,1298310,3245775,6491550,3245775,1298310,0,2024-01-19,64915496,1613954,56.4,0
2,4217,64884569,Johnsz,95,warrior,42,R T F,5,No rank,No rank,No rank,No rank,91,45275170,11,1297691,3244228,6488457,3244228,1297691,0,2024-01-19,64884569,1644881,57.5,0
23,4218,64751786,Elyzabeth,95,wizard,287,P E A C E, ,No rank,No rank,No rank,90,No rank,41404016,13,1295036,3237589,6475179,3237589,1295036,0,2024-01-19,64751786,1777664,62.2,0
37,4219,64723386,Sonixa,95,warrior,309, , ,No rank,No rank,89,52,No rank,0,0,1294468,3236169,6472339,3236169,1294468,0,2024-01-19,64723386,1806064,63.2,0
2,4220,63954385,Miriasz,95,warrior,42,R T F,5,No rank,No rank,No rank,No rank,92,45275170,11,1279088,3197719,6395438,3197719,1279088,0,2024-01-19,63954385,2575065,90.1,0
38,4221,63771454,Naddy,95,wizard,92,Spears, ,No rank,36,No rank,59,No rank,19649346,1,1275429,3188573,6377145,3188573,1275429,0,2024-01-19,63771454,2757996,96.4,0
34,4222,62643597,Achikspin,94,wizard,183,Mata Rindo, ,No rank,No rank,No rank,92,No rank,319493,69,1252872,3132180,6264360,3132180,1252872,0,2024-01-19,62643597,1115663,40.3,0
2,4223,61709042,Srpedro,94,wizard,328,R T F, ,No rank,No rank,No rank,41,No rank,45275170,11,1234181,3085452,6170904,3085452,1234181,0,2024-01-19,61709042,2050218,74.0,0
38,4224,61419363,Slipknotz,94,warrior,64,H3avymet4l,5,No rank,No rank,No rank,No rank,62,14666,79,1228387,3070968,6141936,3070968,1228387,0,2024-01-19,61419363,2339897,84.5,0
37,4225,61303127,Kirara,94,warrior,92, ,5,No rank,No rank,No rank,No rank,72,0,0,1226063,3065156,6130313,3065156,1226063,0,2024-01-19,61303127,2456133,88.7,0
7,4226,60963982,Fyka,93,wizard,105,Last Mercy,10,No rank,No rank,No rank,No rank,32,13266198,31,1219280,3048199,6096398,3048199,1219280,0,2024-01-19,60963982,112528,4.2,0
11,4227,60709928,KingEagle,93,wizard,315,The Master,20,No rank,No rank,No rank,89,10,0,0,1214199,3035496,6070993,3035496,1214199,0,2024-01-19,60709928,366582,13.7,0
15,4228,60468736,Sidea,93,warrior,169,I T E M,5,No rank,No rank,No rank,No rank,76,0,0,1209375,3023437,6046874,3023437,1209375,0,2024-01-19,60468736,607774,22.7,0
1,4229,59893147,Sahliah,93,warrior,147, ,10,No rank,No rank,No rank,No rank,26,0,0,1197863,2994657,5989315,2994657,1197863,0,2024-01-19,59893147,1183363,44.1,0
2,4230,59622400,Kikiofe,93,wizard,85, ,5,No rank,No rank,No rank,No rank,90,0,0,1192448,2981120,5962240,2981120,1192448,0,2024-01-19,59622400,1454110,54.2,0
37,4231,59453448,Itzy,93,warrior,82,Nokia07,10,No rank,No rank,No rank,No rank,20,954175,45,1189069,2972672,5945345,2972672,1189069,0,2024-01-19,59453448,1623062,60.5,0
32,4232,59447640,Evgeniy,93,warrior,145, ,5,No rank,No rank,No rank,No rank,93,0,0,1188953,2972382,5944764,2972382,1188953,0,2024-01-19,59447640,1628870,60.7,0
7,4233,59412554,Bravery,93,warrior,82,Swordfishz,0,No rank,No rank,No rank,No rank,1,51237574,17,1188251,2970628,5941255,2970628,1188251,0,2024-01-19,59412554,1663956,62.0,0
23,4234,59194226,Sthevany,93,wizard,280,Heldcastle, ,No rank,No rank,No rank,95,No rank,0,0,1183885,2959711,5919423,2959711,1183885,0,2024-01-19,59194226,1882284,70.2,0
32,4235,59081387,Auriack,93,warrior,43,Sl Player,5,No rank,No rank,No rank,No rank,83,38605065,15,1181628,2954069,5908139,2954069,1181628,0,2024-01-19,59081387,1995123,74.4,0
38,4236,59031234,Raimis,93,wizard,73,K I N G, ,No rank,37,No rank,83,No rank,4888017,8,1180625,2951562,5903123,2951562,1180625,0,2024-01-19,59031234,2045276,76.2,0
7,4237,58952134,Cucib,93,warrior,142, ,5,No rank,No rank,No rank,No rank,70,0,0,1179043,2947607,5895213,2947607,1179043,0,2024-01-19,58952134,2124376,79.2,0
38,4238,58907988,Bakpao,93,wizard,50, , ,No rank,38,No rank,No rank,No rank,0,0,1178160,2945399,5890799,2945399,1178160,0,2024-01-19,58907988,2168522,80.8,0
38,4239,58888834,Fennn,93,wizard,109,K I N G, ,No rank,39,No rank,40,No rank,4888017,8,1177777,2944442,5888883,2944442,1177777,0,2024-01-19,58888834,2187676,81.5,0
11,4240,58594353,Jrc,93,wizard,308,The Master,15,No rank,No rank,No rank,99,13,0,0,1171887,2929718,5859435,2929718,1171887,0,2024-01-19,58594353,2482157,92.5,0
9,4241,57819914,Yunomi,92,warrior,57,The Crez,10,No rank,No rank,No rank,No rank,28,0,0,1156398,2890996,5781991,2890996,1156398,0,2024-01-19,57819914,659426,25.4,0
38,4242,57807013,Djsoda,92,warrior,134,Team Work, ,No rank,No rank,No rank,86,No rank,7055650,6,1156140,2890351,5780701,2890351,1156140,0,2024-01-19,57807013,672327,25.9,0
38,4243,56949260,Mrwen,92,wizard,117,No Mercy, ,No rank,40,No rank,33,No rank,19574144,2,1138985,2847463,5694926,2847463,1138985,0,2024-01-19,56949260,1530080,58.9,0
9,4244,56926341,Yessaa,92,wizard,301, , ,No rank,No rank,No rank,64,No rank,0,0,1138527,2846317,5692634,2846317,1138527,0,2024-01-19,56926341,1552999,59.8,0
23,4245,55970887,Chenxin,92,warrior,96,X Sihir X,10,No rank,No rank,No rank,No rank,28,0,0,1119418,2798544,5597089,2798544,1119418,0,2024-01-19,55970887,2508453,96.6,0
38,4246,55547634,Iixil,91,wizard,107,Team Work, ,No rank,41,No rank,44,No rank,7055650,6,1110953,2777382,5554763,2777382,1110953,0,2024-01-19,55547634,418276,16.6,0
7,4247,55325568,Mrcrews,91,warrior,91,P A C E 1,10,No rank,No rank,No rank,No rank,44,0,0,1106511,2766278,5532557,2766278,1106511,0,2024-01-19,55325568,640342,25.5,0
38,4248,55286588,Defcall,91,warrior,132,Losgrandes, ,No rank,No rank,No rank,90,No rank,4680345,9,1105732,2764329,5528659,2764329,1105732,0,2024-01-19,55286588,679322,27.0,0
38,4249,54349027,Jeffsam,91,wizard,94,Losgrandes, ,No rank,42,No rank,57,No rank,4680345,9,1086981,2717451,5434903,2717451,1086981,0,2024-01-19,54349027,1616883,64.3,0
38,4250,53882687,Bidlo,91,wizard,58, , ,No rank,43,No rank,No rank,No rank,0,0,1077654,2694134,5388269,2694134,1077654,0,2024-01-19,53882687,2083223,82.9,0
38,4251,53663885,Trust,91,warrior,158, , ,No rank,No rank,72,58,No rank,0,0,1073278,2683194,5366388,2683194,1073278,0,2024-01-19,53663885,2302025,91.6,0
38,4252,52939517,Avicii,90,warrior,129,Bully, ,No rank,No rank,No rank,98,No rank,2515,95,1058790,2646976,5293952,2646976,1058790,0,2024-01-19,52939517,594883,24.5,0
37,4253,52644199,Icequeen,90,wizard,78, ,5,No rank,No rank,No rank,No rank,65,0,0,1052884,2632210,5264420,2632210,1052884,0,2024-01-19,52644199,890201,36.6,0
9,4254,52614646,Mozaa,90,warrior,109,D A M A I,5,No rank,No rank,No rank,No rank,47,96204444,6,1052293,2630732,5261465,2630732,1052293,0,2024-01-19,52614646,919754,37.8,0
38,4255,52577723,Oimfals,90,warrior,159,Spears, ,No rank,No rank,71,57,No rank,19649346,1,1051554,2628886,5257772,2628886,1051554,0,2024-01-19,52577723,956677,39.3,0
38,4256,52549969,Yugi,90,wizard,102,Spears, ,No rank,44,No rank,50,No rank,19649346,1,1050999,2627498,5254997,2627498,1050999,0,2024-01-19,52549969,984431,40.5,0
38,4257,52546558,Fal,90,wizard,159,Spears, ,No rank,45,70,14,No rank,19649346,1,1050931,2627328,5254656,2627328,1050931,0,2024-01-19,52546558,987842,40.6,0
33,4258,52493923,Chiza,90,wizard,143,Venice,5,No rank,No rank,No rank,No rank,81,4161950,37,1049878,2624696,5249392,2624696,1049878,0,2024-01-19,52493923,1040477,42.8,0
7,4259,52454775,Reihr,90,wizard,77, ,5,No rank,No rank,No rank,No rank,84,0,0,1049096,2622739,5245478,2622739,1049096,0,2024-01-19,52454775,1079625,44.4,0
37,4260,52248792,Kyuuki,90,wizard,114,H Y D R A,10,No rank,No rank,No rank,No rank,33,81994266,3,1044976,2612440,5224879,2612440,1044976,0,2024-01-19,52248792,1285608,52.9,0
37,4261,52095458,Yakuzaa,90,warrior,105,Indosquad,5,No rank,No rank,No rank,No rank,80,1954603,34,1041909,2604773,5209546,2604773,1041909,0,2024-01-19,52095458,1438942,59.2,0
38,4262,51391693,Gumihooo,90,warrior,71, ,5,No rank,No rank,No rank,No rank,58,0,0,1027834,2569585,5139169,2569585,1027834,0,2024-01-19,51391693,2142707,88.1,0
1,4263,51363831,Warmegi,90,warrior,73, ,5,No rank,No rank,No rank,No rank,68,0,0,1027277,2568192,5136383,2568192,1027277,0,2024-01-19,51363831,2170569,89.3,0
38,4264,51214268,Siapaaku,90,warrior,162,E V I L, ,No rank,No rank,66,53,No rank,68923,60,1024285,2560713,5121427,2560713,1024285,0,2024-01-19,51214268,2320132,95.4,0
9,4265,51063102,Warrex,89,warrior,48,Tajudien,15,No rank,No rank,No rank,No rank,22,3531562,61,1021262,2553155,5106310,2553155,1021262,0,2024-01-19,51063102,119908,5.1,0
9,4266,50464043,Genioskf,89,wizard,283, , ,No rank,No rank,No rank,93,No rank,0,0,1009281,2523202,5046404,2523202,1009281,0,2024-01-19,50464043,718967,30.6,0
38,4267,50348077,Zippo,89,wizard,107,E V I L, ,No rank,46,No rank,45,No rank,68923,60,1006962,2517404,5034808,2517404,1006962,0,2024-01-19,50348077,834933,35.5,0
38,4268,50312359,Captain,89,warrior,137, , ,No rank,No rank,100,84,No rank,0,0,1006247,2515618,5031236,2515618,1006247,0,2024-01-19,50312359,870651,37.0,0
9,4269,50116950,Asteelai,89,wizard,292, , ,No rank,No rank,No rank,75,No rank,0,0,1002339,2505848,5011695,2505848,1002339,0,2024-01-19,50116950,1066060,45.3,0
1,4270,50068444,Flamenbr,89,wizard,144, ,5,No rank,No rank,No rank,No rank,72,0,0,1001369,2503422,5006844,2503422,1001369,0,2024-01-19,50068444,1114566,47.4,0
32,4271,49913167,Fantasyaa,89,wizard,135, ,5,No rank,No rank,No rank,No rank,64,0,0,998263,2495658,4991317,2495658,998263,0,2024-01-19,49913167,1269843,54.0,0
